2126.4,58.4114,40.9804,70.274,34.1395,42.6653,65.4962,102.276,79.6217,59.2741,91.9462,210.997,67.306,94.0798,1360.45,158.745,97.2693,115.692,1354.48,161.927,258.13,1321.63,161.784,105.969,199.714,72.5914,160.303,17.2338,82.4604,183.325,40.2868,259.846,14.1163,222.263,15.9715,12.6088,13.1632,14.0954,14.2575,9.13979
58.4114,2126.4,23.4721,369.276,21.0824,158.087,30.2442,36.6718,232.881,28.9777,164.621,45.1397,452.588,35.0769,58.3678,56.604,149.151,37.9915,58.9445,57.621,61.0599,58.1875,57.4316,36.8433,55.6623,303.989,57.026,14.4387,201.524,43.0428,30.9921,61.0774,10.5202,78.94,13.7615,9.66637,18.5777,15.4327,11.0431,12.1449
40.9804,23.4721,2126.4,25.3941,199.737,20.4771,112.603,69.4032,26.7268,139.73,27.7961,51.0405,24.8228,74.1474,40.6069,41.8094,28.0663,64.344,40.1772,40.8437,39.0596,40.4889,40.7028,66.2419,42.907,25.5671,41.2615,18.1275,26.5819,52.7125,30.304,39.0752,26.2902,34.0151,16.6015,21.4826,9.13188,11.11,23.4175,6.58549
70.274,369.276,25.3941,2126.4,22.6332,110.152,33.3161,41.1409,649.081,31.7915,300.91,51.9685,2100.91,39.2539,70.4093,67.9021,251.702,42.8302,71.1022,69.0603,73.3399,70.2478,68.7865,41.2879,67.0111,1814.04,68.3515,15.4194,446.957,49.2644,33.7932,73.3809,10.7461,102.448,14.6124,9.83824,17.7423,14.847,11.3871,11.9561
34.1395,21.0824,199.737,22.6332,2126.4,18.6699,72.1321,51.5602,23.7033,81.9904,24.5034,40.7333,22.1583,54.3976,33.8555,34.7952,24.6803,48.8241,33.5019,33.9919,32.5441,33.765,33.8697,49.5977,35.7299,22.7681,34.3365,18.0273,23.5351,41.7613,27.8052,32.5596,31.0248,29.1764,16.5354,24.4014,8.78825,10.5321,26.4371,6.43679
42.6653,158.087,20.4771,110.152,18.6699,2126.4,25.4568,29.8663,93.2895,24.5886,80.4119,35.185,117.359,28.7052,42.5463,41.4594,76.9299,30.6711,42.9607,42.2197,44.6224,42.3909,42.1048,29.9786,40.6713,102.773,41.7892,13.2324,88.4557,33.8243,26.7519,44.6258,9.98727,52.2564,12.7405,9.24467,21.0283,15.8759,10.4495,12.9942
65.4962,30.2442,112.603,33.3161,72.1321,25.4568,2126.4,186.515,35.4882,571.69,37.4754,95.8462,32.4522,216.04,64.5429,67.2284,38.104,152.866,63.8502,65.7986,62.6218,64.2524,65.6665,170.162,68.5277,33.4809,66.4609,17.1622,35.3803,102.213,33.9245,62.6082,21.1564,49.3619,15.725,18.0728,9.70146,13.081,19.4738,6.53146
102.276,36.6718,69.4032,41.1409,51.5602,29.8663,186.515,2126.4,44.3628,141.235,47.6307,199.462,39.9362,1547.42,100.669,105.107,48.7825,821.451,99.5926,102.931,97.89,100.181,102.759,2126.4,106.959,41.4664,103.956,16.6881,44.4835,227.799,35.9862,97.855,18.5772,68.4011,15.3354,16.1728,10.4043,14.0702,17.4653,6.84333
79.6217,232.881,26.7268,649.081,23.7033,93.2895,35.4882,44.3628,2126.4,33.7657,562.25,57.0676,490.88,42.2602,79.8622,76.856,410.399,46.3492,80.6424,78.13,83.0196,79.7061,77.7998,44.5282,75.9661,1009.19,77.3348,15.964,1399.71,53.9113,35.4024,83.0751,10.9903,123.231,15.0756,10.0391,17.146,14.545,11.6703,11.6936
59.2741,28.9777,139.73,31.7915,81.9904,24.5886,571.69,141.235,33.7657,2126.4,35.542,82.5067,30.9974,158.21,58.5928,60.6261,36.0808,121.352,57.9785,59.2992,56.6218,58.3821,59.1381,131.077,61.9969,32.0261,59.8918,17.7529,33.697,87.011,34.0612,56.6278,21.308,45.9949,16.2582,18.0725,9.94255,12.5421,19.7398,6.96463
91.9462,164.621,27.7961,300.91,24.5034,80.4119,37.4754,47.6307,562.25,35.542,2126.4,62.8253,260.874,45.2499,92.4517,88.4505,1466.78,49.9779,93.37,89.8731,95.8068,92.3329,89.4283,47.7414,87.6911,359.907,88.9445,16.5819,925.479,58.9808,37.2829,95.896,10.7802,157.356,15.6194,9.82353,17.0757,14.0553,11.6417,11.9348
210.997,45.1397,51.0405,51.9685,40.7333,35.185,95.8462,199.462,57.0676,82.5067,62.8253,2126.4,50.1865,173.558,207.007,217.612,65.0788,261.794,204.758,213.29,202.231,205.805,213.096,219.496,220.646,52.5168,215.41,15.735,57.6424,1646.14,35.9795,202.089,17.0959,105.127,14.5258,15.0958,10.7269,15.1965,16.1675,6.6322
67.306,452.588,24.8228,2100.91,22.1583,117.359,32.4522,39.9362,490.88,30.9974,260.874,50.1865,2126.4,38.1158,67.4241,65.0262,222.993,41.5285,68.0941,66.1503,70.2782,67.2643,65.8887,40.0658,64.1484,965.618,65.4646,15.2022,365.906,47.6081,33.2045,70.3165,10.5501,96.6362,14.4307,9.66647,18.1093,14.926,11.2033,12.1898
94.0798,35.0769,74.1474,39.2539,54.3976,28.7052,216.04,1547.42,42.2602,158.21,45.2499,173.558,38.1158,2126.4,92.569,96.7401,46.2853,531.422,91.5588,94.6979,89.9637,92.1107,94.5371,885.03,98.4752,39.5262,95.6599,16.7723,42.3076,195.259,35.5175,89.9307,19.3128,64.117,15.399,16.7751,10.0276,13.8018,18.047,6.5452
1360.45,58.3678,40.6069,70.4093,33.8555,42.5463,64.5429,100.669,79.8622,58.5928,92.4517,207.007,67.4241,92.569,2126.4,152.933,97.8204,113.57,2126.4,155.227,210.425,2126.4,154.317,103.151,232.493,73.4437,153.627,18.907,83.2648,178.515,44.0338,212.221,12.4672,225.279,17.5064,11.1417,14.2543,12.6522,13.4455,10.4768
158.745,56.604,41.8094,67.9021,34.7952,41.4594,67.2284,105.107,76.856,60.6261,88.4505,217.612,65.0262,96.7401,152.933,2126.4,93.5204,119.254,151.236,2126.4,225.661,152.018,2126.4,110.211,211.663,69.2739,2126.4,15.4073,78.8696,190.612,35.9752,227.103,15.9929,211.661,14.2822,14.2757,11.1974,15.6338,15.299,6.74306
97.2693,149.151,28.0663,251.702,24.6803,76.9299,38.104,48.7825,410.399,36.0808,1466.78,65.0788,222.993,46.2853,97.8204,93.5204,2126.4,51.2921,98.8023,95.0377,101.39,97.6965,94.5594,48.9182,92.7224,291.201,94.0452,16.6164,568.542,60.9673,37.6172,101.487,10.7234,175.009,15.6444,9.76302,17.0546,14.037,11.6073,11.9807
115.692,37.9915,64.344,42.8302,48.8241,30.6711,152.866,821.451,46.3492,121.352,49.9779,261.794,41.5285,531.422,113.57,119.254,51.2921,2126.4,112.329,116.839,110.8,112.93,116.711,1321.79,121.037,43.0935,118.012,16.1785,46.4592,313.376,35.3771,110.731,18.6462,73.6922,14.8802,16.2911,10.1039,14.5059,17.4109,6.3517
1354.48,58.9445,40.1772,71.1022,33.5019,42.9607,63.8502,99.5926,80.6424,57.9785,93.37,204.758,68.0941,91.5588,2126.4,151.236,98.8023,112.329,2126.4,153.516,208.492,2126.4,152.595,101.984,231.154,74.1873,151.916,18.8941,84.1107,176.481,44.114,210.279,12.225,227.552,17.5014,10.9273,14.4471,12.6713,13.2626,10.6502
161.927,57.621,40.8437,69.0603,33.9919,42.2197,65.7986,102.931,78.13,59.2992,89.8731,213.29,66.1503,94.6979,155.227,2126.4,95.0377,116.839,153.516,2126.4,232.919,154.195,2126.4,108.225,209.892,70.2698,2126.4,14.8097,80.0611,187.116,34.8683,234.354,15.9022,214.559,13.7483,14.1971,11.0835,16.1863,15.1082,6.38657
258.13,61.0599,39.0596,73.3399,32.5441,44.6224,62.6218,97.89,83.0196,56.6218,95.8068,202.231,70.2782,89.9637,210.425,225.661,101.39,110.8,208.492,232.919,2126.4,205.668,236.235,101.881,152.337,75.4403,231.154,16.1099,85.8045,176.139,38.2976,2126.4,13.8993,230.714,14.9734,12.4206,13.3271,15.0807,13.8429,9.02133
1321.63,58.1875,40.4889,70.2478,33.765,42.3909,64.2524,100.181,79.7061,58.3821,92.3329,205.805,67.2643,92.1107,2126.4,152.018,97.6965,112.93,2126.4,154.195,205.668,2126.4,153.178,102.31,236.235,73.4757,152.595,19.3858,83.2536,177.078,45.0922,207.494,11.9486,225.494,17.9448,10.6799,14.4987,12.2379,13.2008,10.7808
161.784,57.4316,40.7028,68.7865,33.8697,42.1048,65.6665,102.759,77.7998,59.1381,89.4283,213.096,65.8887,94.5371,154.317,2126.4,94.5594,116.711,152.595,2126.4,236.235,153.178,2126.4,108.313,205.668,69.7945,2126.4,14.3849,79.564,187.245,33.9293,237.644,16.1373,212.996,13.3594,14.4064,10.6576,16.5538,15.2069,5.7444
105.969,36.8433,66.2419,41.2879,49.5977,29.9786,170.162,2126.4,44.5282,131.077,47.7414,219.496,40.0658,885.03,103.151,110.211,48.9182,1321.79,101.984,108.225,101.881,102.31,108.313,2126.4,110.82,41.104,109.302,14.6236,44.2796,256.116,32.151,101.727,19.7716,68.5446,13.4623,17.2335,8.83829,15.6924,17.8935,4.41464
199.714,55.6623,42.907,67.0111,35.7299,40.6713,68.5277,106.959,75.9661,61.9969,87.6911,220.646,64.1484,98.4752,232.493,211.663,92.7224,121.037,231.154,209.892,152.337,236.235,205.668,110.82,2126.4,69.2401,208.491,17.6162,78.6132,191.802,40.6405,153.937,14.8863,212.103,16.2914,13.2889,12.4755,13.6693,14.9372,8.59222
72.5914,303.989,25.5671,1814.04,22.7681,102.773,33.4809,41.4664,1009.19,32.0261,359.907,52.5168,965.618,39.5262,73.4437,69.2739,291.201,43.0935,74.1873,70.2698,75.4403,73.4757,69.7945,41.104,69.2401,2126.4,69.5323,17.1318,592.617,49.3098,37.1868,75.5606,9.339,109.484,16.2111,8.54856,18.9079,13.1068,10.7369,13.4825
160.303,57.026,41.2615,68.3515,34.3365,41.7892,66.4609,103.956,77.3348,59.8918,88.9445,215.41,65.4646,95.6599,153.627,2126.4,94.0452,118.012,151.916,2126.4,231.154,152.595,2126.4,109.302,208.491,69.5323,2126.4,14.8723,79.2168,188.996,34.8994,232.578,16.0878,212.317,13.799,14.3612,10.9191,16.1163,15.2643,6.24846
17.2338,14.4387,18.1275,15.4194,18.0273,13.2324,17.1622,16.6881,15.964,17.7529,16.5819,15.735,15.2022,16.7723,18.907,15.4073,16.6164,16.1785,18.8941,14.8097,16.1099,19.3858,14.3849,14.6236,17.6162,17.1318,14.8723,2126.4,16.9993,14.531,32.5569,16.2927,6.78457,19.1755,199.434,6.69672,10.9274,5.50859,9.92615,8.65137
82.4604,201.524,26.5819,446.957,23.5351,88.4557,35.3803,44.4835,1399.71,33.697,925.479,57.6424,365.906,42.3076,83.2648,78.8696,568.542,46.4592,84.1107,80.0611,85.8045,83.2536,79.564,44.2796,78.6132,592.617,79.2168,16.9993,2126.4,54.0309,37.6829,85.9233,9.78972,133.461,16.0496,8.93926,18.2023,13.4217,11.0219,12.9687
183.325,43.0428,52.7125,49.2644,41.7613,33.8243,102.213,227.799,53.9113,87.011,58.9808,1646.14,47.6081,195.259,178.515,190.612,60.9673,313.376,176.481,187.116,176.139,177.078,187.245,256.116,191.802,49.3098,188.996,14.531,54.0309,2126.4,33.1182,175.881,18.3028,95.529,13.4157,16.1321,9.32508,16.0835,16.8315,4.69503
40.2868,30.9921,30.304,33.7932,27.8052,26.7519,33.9245,35.9862,35.4024,34.0612,37.2829,35.9795,33.2045,35.5175,44.0338,35.9752,37.6172,35.3771,44.114,34.8683,38.2976,45.0922,33.9293,32.151,40.6405,37.1868,34.8994,32.5569,37.6829,33.1182,2126.4,38.7018,10.0954,44.4921,28.0973,9.46757,14.5501,9.5769,12.2665,10.9551
259.846,61.0774,39.0752,73.3809,32.5596,44.6258,62.6082,97.855,83.0751,56.6278,95.896,202.089,70.3165,89.9307,212.221,227.103,101.487,110.731,210.279,234.354,2126.4,207.494,237.644,101.727,153.937,75.5606,232.578,16.2927,85.9233,175.881,38.7018,2126.4,13.7655,231.127,15.1409,12.3015,13.4634,14.9225,13.7809,9.1981
14.1163,10.5202,26.2902,10.7461,31.0248,9.98727,21.1564,18.5772,10.9903,21.308,10.7802,17.0959,10.5501,19.3128,12.4672,15.9929,10.7234,18.6462,12.225,15.9022,13.8993,11.9486,16.1373,19.7716,14.8863,9.339,16.0878,6.78457,9.78972,18.3028,10.0954,13.7655,2126.4,10.5646,6.20869,143.607,0,10.7757,98.655,0
222.263,78.94,34.0151,102.448,29.1764,52.2564,49.3619,68.4011,123.231,45.9949,157.356,105.127,96.6362,64.117,225.279,211.661,175.009,73.6922,227.552,214.559,230.714,225.494,212.996,68.5446,212.103,109.484,212.317,19.1755,133.461,95.529,44.4921,231.127,10.5646,2126.4,17.8544,9.52894,15.8703,12.195,12.1187,11.7649
15.9715,13.7615,16.6015,14.6124,16.5354,12.7405,15.725,15.3354,15.0756,16.2582,15.6194,14.5258,14.4307,15.399,17.5064,14.2822,15.6444,14.8802,17.5014,13.7483,14.9734,17.9448,13.3594,13.4623,16.2914,16.2111,13.799,199.434,16.0496,13.4157,28.0973,15.1409,6.20869,17.8544,2126.4,6.13151,11.4319,5.56563,9.16328,9.41557
12.6088,9.66637,21.4826,9.83824,24.4014,9.24467,18.0728,16.1728,10.0391,18.0725,9.82353,15.0958,9.66647,16.7751,11.1417,14.2757,9.76302,16.2911,10.9273,14.1971,12.4206,10.6799,14.4064,17.2335,13.2889,8.54856,14.3612,6.69672,8.93926,16.1321,9.46757,12.3015,143.607,9.52894,6.13151,2126.4,0,9.74783,321.557,0
13.1632,18.5777,9.13188,17.7423,8.78825,21.0283,9.70146,10.4043,17.146,9.94255,17.0757,10.7269,18.1093,10.0276,14.2543,11.1974,17.0546,10.1039,14.4471,11.0835,13.3271,14.4987,10.6576,8.83829,12.4755,18.9079,10.9191,10.9274,18.2023,9.32508,14.5501,13.4634,0,15.8703,11.4319,0,2126.4,5.82794,0,85.8872
14.0954,15.4327,11.11,14.847,10.5321,15.8759,13.081,14.0702,14.545,12.5421,14.0553,15.1965,14.926,13.8018,12.6522,15.6338,14.037,14.5059,12.6713,16.1863,15.0807,12.2379,16.5538,15.6924,13.6693,13.1068,16.1163,5.50859,13.4217,16.0835,9.5769,14.9225,10.7757,12.195,5.56563,9.74783,5.82794,2126.4,9.12323,3.26151
14.2575,11.0431,23.4175,11.3871,26.4371,10.4495,19.4738,17.4653,11.6703,19.7398,11.6417,16.1675,11.2033,18.047,13.4455,15.299,11.6073,17.4109,13.2626,15.1082,13.8429,13.2008,15.2069,17.8935,14.9372,10.7369,15.2643,9.92615,11.0219,16.8315,12.2665,13.7809,98.655,12.1187,9.16328,321.557,0,9.12323,2126.4,0
9.13979,12.1449,6.58549,11.9561,6.43679,12.9942,6.53146,6.84333,11.6936,6.96463,11.9348,6.6322,12.1898,6.5452,10.4768,6.74306,11.9807,6.3517,10.6502,6.38657,9.02133,10.7808,5.7444,4.41464,8.59222,13.4825,6.24846,8.65137,12.9687,4.69503,10.9551,9.1981,0,11.7649,9.41557,0,85.8872,3.26151,0,2126.4
